Accident_ID,Date,Time,City,State,Country,Accident Type,Cause of Accident,Severity,Number of Vehicles Involved,Number of Casualties,Number of Injuries,Weather Condition,Road Condition,Police Report Filed,Emergency Services Response Time (min),Hospital Admitted To
ACC00163,2025-01-18,17:58:16,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Drunk Driving,Minor,4,2,3,Foggy,Wet,Yes,29.1,Manipal Hospital
ACC00164,2025-02-15,09:24:57,Jaipur,Rajasthan,India,Vehicle Collision,Over Speeding,Minor,2,2,4,Stormy,Wet,Yes,18.1,Max Healthcare
ACC00165,2025-03-16,08:57:21,Chennai,Tamil Nadu,India,Two-Wheeler,Brake Failure,Severe,5,2,5,Stormy,Under Construction,No,24.0,Apollo Hospitals
ACC00166,2025-02-03,06:47:32,Chennai,Tamil Nadu,India,Train,Poor Lighting,Minor,4,2,6,Clear,Under Construction,No,15.6,Max Healthcare
ACC00167,2025-01-02,10:40:20,Lucknow,Uttar Pradesh,India,Truck,Poor Lighting,Minor,5,3,2,Stormy,Wet,Yes,6.3,Apollo Hospitals
ACC00168,2025-03-08,08:42:00,Hyderabad,Telangana,India,Vehicle Collision,Brake Failure,Severe,4,1,4,Rainy,Potholes,No,39.9,Apollo Hospitals
ACC00169,2025-01-31,03:11:03,Bengaluru,Karnataka,India,Truck,Human Error,Severe,4,3,3,Rainy,Potholes,No,26.9,AIIMS
ACC00170,2025-02-21,21:53:19,Lucknow,Uttar Pradesh,India,Slip & Fall,Drunk Driving,Moderate,3,2,2,Foggy,Gravel,Yes,32.6,Manipal Hospital
ACC00171,2025-01-10,17:43:42,Chennai,Tamil Nadu,India,Slip & Fall,Weather Conditions,Severe,3,0,5,Stormy,Potholes,No,43.2,Fortis Healthcare
ACC00172,2025-03-15,10:12:32,Ahmedabad,Gujarat,India,Vehicle Collision,Weather Conditions,Minor,3,3,6,Foggy,Potholes,Yes,13.1,Max Healthcare
ACC00173,2025-03-05,05:37:58,Ahmedabad,Gujarat,India,Bus,Drunk Driving,Minor,5,1,2,Clear,Under Construction,Yes,30.5,Apollo Hospitals
ACC00174,2025-01-07,11:32:45,Delhi,Delhi,India,Fire Accident,Weather Conditions,Fatal,1,1,1,Rainy,Potholes,No,24.1,Fortis Healthcare
ACC00175,2025-02-18,11:05:06,Ahmedabad,Gujarat,India,Train,Weather Conditions,Minor,1,1,5,Clear,Wet,No,40.3,Fortis Healthcare
ACC00176,2025-01-24,21:02:26,Mumbai,Maharashtra,India,Fire Accident,Road Conditions,Fatal,2,2,1,Clear,Gravel,Yes,42.1,AIIMS
ACC00177,2025-01-17,22:29:30,Ahmedabad,Gujarat,India,Slip & Fall,Poor Lighting,Fatal,2,3,3,Rainy,Dry,No,11.5,Manipal Hospital
ACC00178,2025-02-20,07:13:16,Ahmedabad,Gujarat,India,Two-Wheeler,Over Speeding,Severe,3,1,2,Stormy,Potholes,No,8.5,Apollo Hospitals
ACC00179,2025-02-07,13:47:55,Bengaluru,Karnataka,India,Two-Wheeler,Brake Failure,Severe,2,0,3,Stormy,Wet,No,35.2,AIIMS
ACC00180,2025-01-03,19:27:08,Ahmedabad,Gujarat,India,Vehicle Collision,Weather Conditions,Severe,2,0,6,Clear,Potholes,No,11.4,Max Healthcare
ACC00181,2025-01-13,20:35:45,Ahmedabad,Gujarat,India,Pedestrian Involved,Poor Lighting,Severe,3,1,2,Rainy,Potholes,Yes,23.2,Max Healthcare
ACC00182,2025-04-13,12:07:54,Chennai,Tamil Nadu,India,Fire Accident,Poor Lighting,Fatal,5,1,2,Clear,Under Construction,No,26.1,AIIMS
ACC00183,2025-01-09,06:05:14,Delhi,Delhi,India,Pedestrian Involved,Over Speeding,Moderate,5,1,2,Foggy,Under Construction,No,9.6,Fortis Healthcare
ACC00184,2025-04-13,15:39:14,Lucknow,Uttar Pradesh,India,Slip & Fall,Over Speeding,Fatal,1,3,2,Stormy,Potholes,Yes,27.4,AIIMS
ACC00185,2025-03-25,22:30:52,Mumbai,Maharashtra,India,Fire Accident,Weather Conditions,Minor,2,0,1,Stormy,Gravel,Yes,26.6,Apollo Hospitals
ACC00186,2025-03-20,15:53:07,Delhi,Delhi,India,Slip & Fall,Over Speeding,Severe,4,1,2,Stormy,Gravel,No,22.9,Manipal Hospital
ACC00187,2025-01-26,15:52:33,Kolkata,West Bengal,India,Pedestrian Involved,Poor Lighting,Moderate,3,0,2,Stormy,Under Construction,Yes,34.1,Fortis Healthcare
ACC00188,2025-02-09,16:23:26,Mumbai,Maharashtra,India,Vehicle Collision,Weather Conditions,Fatal,5,3,5,Stormy,Wet,Yes,23.4,Fortis Healthcare
ACC00189,2025-01-19,10:42:54,Ahmedabad,Gujarat,India,Truck,Poor Lighting,Minor,1,3,5,Clear,Wet,Yes,7.7,Max Healthcare
ACC00190,2025-04-17,07:19:45,Mumbai,Maharashtra,India,Slip & Fall,Human Error,Minor,2,0,4,Stormy,Wet,Yes,35.2,Apollo Hospitals
ACC00191,2025-04-19,23:25:13,Bengaluru,Karnataka,India,Bus,Drunk Driving,Severe,5,2,2,Foggy,Wet,Yes,21.5,AIIMS
ACC00192,2025-01-17,13:41:39,Mumbai,Maharashtra,India,Two-Wheeler,Poor Lighting,Fatal,5,3,1,Foggy,Potholes,No,32.9,Manipal Hospital
ACC00193,2025-02-22,17:53:58,Bengaluru,Karnataka,India,Bus,Brake Failure,Moderate,5,3,2,Rainy,Gravel,Yes,37.2,Apollo Hospitals
ACC00194,2025-02-06,16:46:17,Jaipur,Rajasthan,India,Fire Accident,Brake Failure,Moderate,4,1,3,Rainy,Gravel,Yes,41.9,AIIMS
ACC00195,2025-02-27,19:15:30,Delhi,Delhi,India,Truck,Over Speeding,Severe,4,0,1,Rainy,Under Construction,Yes,24.2,AIIMS
ACC00196,2025-01-17,15:43:41,Ahmedabad,Gujarat,India,Vehicle Collision,Drunk Driving,Moderate,1,3,2,Rainy,Potholes,Yes,27.1,AIIMS
ACC00197,2025-02-20,16:57:35,Kolkata,West Bengal,India,Slip & Fall,Human Error,Severe,3,2,3,Stormy,Potholes,Yes,37.1,Manipal Hospital
ACC00198,2025-03-21,04:50:26,Chennai,Tamil Nadu,India,Truck,Weather Conditions,Severe,4,0,5,Rainy,Wet,Yes,15.4,Max Healthcare
ACC00199,2025-03-11,13:56:40,Lucknow,Uttar Pradesh,India,Fire Accident,Weather Conditions,Moderate,2,2,2,Stormy,Under Construction,Yes,25.0,AIIMS
ACC00200,2025-01-07,21:34:50,Ahmedabad,Gujarat,India,Slip & Fall,Poor Lighting,Fatal,4,1,6,Foggy,Wet,Yes,33.8,Manipal Hospital
ACC00201,2025-01-14,22:05:38,Bengaluru,Karnataka,India,Vehicle Collision,Human Error,Minor,1,0,1,Stormy,Wet,Yes,7.7,Fortis Healthcare
ACC00202,2025-04-26,16:06:29,Mumbai,Maharashtra,India,Truck,Human Error,Fatal,3,0,5,Stormy,Potholes,Yes,5.3,Max Healthcare
ACC00203,2025-04-26,08:02:29,Kolkata,West Bengal,India,Vehicle Collision,Over Speeding,Severe,5,2,1,Stormy,Wet,Yes,41.7,Max Healthcare
ACC00204,2025-03-14,14:10:10,Bengaluru,Karnataka,India,Truck,Drunk Driving,Severe,3,2,4,Clear,Gravel,No,23.4,Fortis Healthcare
ACC00205,2025-04-21,12:00:18,Hyderabad,Telangana,India,Bus,Poor Lighting,Minor,1,0,4,Stormy,Potholes,No,7.2,Apollo Hospitals
ACC00206,2025-04-25,22:54:55,Bengaluru,Karnataka,India,Pedestrian Involved,Brake Failure,Fatal,3,0,5,Clear,Wet,Yes,41.1,Max Healthcare
ACC00207,2025-02-28,02:16:17,Pune,Maharashtra,India,Bus,Over Speeding,Minor,3,0,2,Foggy,Dry,Yes,28.5,Manipal Hospital
ACC00208,2025-04-06,14:25:52,Delhi,Delhi,India,Bus,Drunk Driving,Moderate,5,3,6,Foggy,Potholes,Yes,36.6,Apollo Hospitals
ACC00209,2025-05-06,21:02:02,Jaipur,Rajasthan,India,Train,Over Speeding,Minor,4,1,1,Foggy,Under Construction,No,43.8,AIIMS
ACC00210,2025-03-28,03:47:58,Mumbai,Maharashtra,India,Bus,Road Conditions,Fatal,4,1,3,Stormy,Potholes,Yes,32.2,Manipal Hospital
ACC00211,2025-03-26,23:38:42,Delhi,Delhi,India,Bus,Road Conditions,Moderate,1,0,3,Rainy,Potholes,Yes,34.6,AIIMS
ACC00212,2025-01-20,14:04:06,Chennai,Tamil Nadu,India,Pedestrian Involved,Over Speeding,Minor,3,3,3,Foggy,Dry,Yes,8.5,Manipal Hospital
ACC00213,2025-04-16,01:32:03,Pune,Maharashtra,India,Fire Accident,Over Speeding,Minor,1,2,5,Clear,Under Construction,No,39.5,Apollo Hospitals
ACC00214,2025-05-05,18:24:38,Ahmedabad,Gujarat,India,Fire Accident,Brake Failure,Minor,5,1,5,Rainy,Potholes,Yes,10.6,AIIMS
ACC00215,2025-02-05,04:33:06,Ahmedabad,Gujarat,India,Slip & Fall,Drunk Driving,Minor,2,3,3,Stormy,Gravel,No,36.3,AIIMS
ACC00216,2025-02-18,20:09:53,Ahmedabad,Gujarat,India,Truck,Poor Lighting,Fatal,5,1,4,Clear,Wet,No,5.3,Manipal Hospital
ACC00217,2025-03-07,21:48:43,Chennai,Tamil Nadu,India,Fire Accident,Road Conditions,Severe,4,2,4,Rainy,Gravel,No,29.1,Fortis Healthcare
ACC00218,2025-04-11,10:43:26,Pune,Maharashtra,India,Train,Drunk Driving,Fatal,3,2,6,Stormy,Under Construction,Yes,18.0,AIIMS
ACC00219,2025-01-25,14:29:20,Kolkata,West Bengal,India,Train,Over Speeding,Moderate,5,1,6,Clear,Potholes,Yes,22.5,AIIMS
ACC00220,2025-03-23,08:33:32,Delhi,Delhi,India,Fire Accident,Poor Lighting,Fatal,2,2,2,Foggy,Wet,No,36.6,Apollo Hospitals
ACC00221,2025-01-15,00:19:07,Pune,Maharashtra,India,Slip & Fall,Human Error,Fatal,5,3,5,Clear,Gravel,Yes,9.4,Fortis Healthcare
ACC00222,2025-04-05,08:31:56,Chennai,Tamil Nadu,India,Two-Wheeler,Poor Lighting,Minor,5,3,3,Stormy,Dry,Yes,8.9,Fortis Healthcare
ACC00223,2025-02-12,07:36:32,Jaipur,Rajasthan,India,Truck,Brake Failure,Severe,4,3,6,Rainy,Gravel,Yes,24.3,AIIMS
ACC00224,2025-03-21,12:44:38,Kolkata,West Bengal,India,Pedestrian Involved,Over Speeding,Moderate,3,2,3,Stormy,Wet,No,18.9,Apollo Hospitals
ACC00225,2025-02-08,20:06:34,Pune,Maharashtra,India,Slip & Fall,Weather Conditions,Minor,3,0,6,Clear,Dry,No,30.9,Fortis Healthcare
ACC00226,2025-04-23,14:25:45,Hyderabad,Telangana,India,Two-Wheeler,Human Error,Moderate,3,3,4,Rainy,Potholes,Yes,12.5,Manipal Hospital
ACC00227,2025-01-16,01:40:46,Kolkata,West Bengal,India,Vehicle Collision,Poor Lighting,Moderate,4,3,4,Clear,Wet,Yes,16.1,Apollo Hospitals
ACC00228,2025-01-16,01:15:14,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Road Conditions,Moderate,3,2,2,Stormy,Dry,No,31.8,Manipal Hospital
ACC00229,2025-01-05,12:15:23,Jaipur,Rajasthan,India,Train,Human Error,Fatal,5,3,5,Clear,Gravel,No,38.8,Max Healthcare
ACC00230,2025-03-16,18:58:51,Bengaluru,Karnataka,India,Bus,Human Error,Minor,2,2,1,Rainy,Gravel,Yes,12.3,Fortis Healthcare
ACC00231,2025-01-05,07:32:26,Jaipur,Rajasthan,India,Fire Accident,Brake Failure,Moderate,5,3,4,Rainy,Potholes,Yes,27.2,Manipal Hospital
ACC00232,2025-01-28,02:12:02,Ahmedabad,Gujarat,India,Two-Wheeler,Drunk Driving,Severe,4,0,3,Clear,Potholes,Yes,12.8,Manipal Hospital
ACC00233,2025-03-23,11:43:07,Jaipur,Rajasthan,India,Slip & Fall,Brake Failure,Fatal,4,3,4,Rainy,Dry,Yes,36.8,Fortis Healthcare
ACC00234,2025-02-27,10:48:07,Ahmedabad,Gujarat,India,Vehicle Collision,Weather Conditions,Moderate,5,2,2,Stormy,Under Construction,No,27.0,Apollo Hospitals
ACC00235,2025-02-01,13:44:05,Lucknow,Uttar Pradesh,India,Pedestrian Involved,Weather Conditions,Severe,5,0,6,Stormy,Under Construction,Yes,44.6,Apollo Hospitals
ACC00236,2025-01-08,03:00:00,Hyderabad,Telangana,India,Bus,Road Conditions,Minor,4,2,3,Clear,Potholes,Yes,36.0,Fortis Healthcare
ACC00237,2025-03-12,08:42:08,Hyderabad,Telangana,India,Train,Road Conditions,Fatal,2,1,2,Rainy,Dry,No,26.3,Max Healthcare
ACC00238,2025-03-09,08:47:22,Jaipur,Rajasthan,India,Two-Wheeler,Weather Conditions,Severe,3,2,5,Clear,Wet,No,41.8,AIIMS
ACC00239,2025-03-28,21:16:19,Bengaluru,Karnataka,India,Two-Wheeler,Drunk Driving,Moderate,3,1,6,Stormy,Potholes,Yes,28.1,AIIMS
ACC00240,2025-03-28,19:31:13,Kolkata,West Bengal,India,Fire Accident,Brake Failure,Minor,1,3,5,Foggy,Gravel,No,43.0,AIIMS
ACC00241,2025-04-10,04:14:34,Lucknow,Uttar Pradesh,India,Vehicle Collision,Road Conditions,Minor,4,2,1,Stormy,Wet,No,38.0,Manipal Hospital
ACC00242,2025-01-02,04:40:46,Ahmedabad,Gujarat,India,Train,Road Conditions,Severe,3,1,5,Stormy,Gravel,Yes,6.8,Manipal Hospital
ACC00243,2025-01-11,09:51:18,Mumbai,Maharashtra,India,Pedestrian Involved,Road Conditions,Moderate,4,3,1,Stormy,Wet,Yes,40.3,AIIMS
ACC00244,2025-04-26,05:08:43,Bengaluru,Karnataka,India,Bus,Over Speeding,Severe,3,0,3,Rainy,Dry,No,30.0,Fortis Healthcare
ACC00245,2025-03-06,02:36:04,Kolkata,West Bengal,India,Pedestrian Involved,Poor Lighting,Minor,1,1,4,Clear,Wet,Yes,25.8,Manipal Hospital
ACC00246,2025-04-02,20:03:34,Mumbai,Maharashtra,India,Vehicle Collision,Poor Lighting,Severe,1,3,6,Rainy,Potholes,Yes,14.2,Apollo Hospitals
ACC00247,2025-04-29,13:37:27,Delhi,Delhi,India,Pedestrian Involved,Weather Conditions,Severe,3,1,4,Rainy,Wet,Yes,26.2,Apollo Hospitals
ACC00248,2025-04-26,00:42:41,Lucknow,Uttar Pradesh,India,Two-Wheeler,Brake Failure,Severe,2,1,4,Stormy,Wet,Yes,40.9,Fortis Healthcare
ACC00249,2025-01-05,06:55:45,Delhi,Delhi,India,Fire Accident,Weather Conditions,Fatal,3,1,2,Foggy,Dry,Yes,27.1,Max Healthcare
ACC00250,2025-04-07,16:32:06,Lucknow,Uttar Pradesh,India,Bus,Road Conditions,Minor,3,1,5,Rainy,Potholes,No,30.8,Fortis Healthcare
ACC00251,2025-01-10,13:11:13,Pune,Maharashtra,India,Fire Accident,Over Speeding,Moderate,4,0,5,Clear,Gravel,No,10.3,Max Healthcare
ACC00252,2025-01-13,16:42:00,Kolkata,West Bengal,India,Train,Human Error,Moderate,4,0,1,Clear,Dry,No,13.6,Apollo Hospitals
ACC00253,2025-04-22,20:43:45,Kolkata,West Bengal,India,Bus,Poor Lighting,Fatal,4,3,1,Rainy,Gravel,Yes,17.4,Max Healthcare
ACC00254,2025-01-06,15:42:17,Hyderabad,Telangana,India,Two-Wheeler,Human Error,Severe,4,0,3,Stormy,Wet,Yes,14.8,Manipal Hospital
ACC00255,2025-02-17,04:25:27,Delhi,Delhi,India,Slip & Fall,Human Error,Minor,3,1,1,Clear,Wet,Yes,11.6,AIIMS
ACC00256,2025-03-16,08:19:05,Jaipur,Rajasthan,India,Bus,Drunk Driving,Severe,2,2,6,Clear,Dry,No,37.3,AIIMS
ACC00257,2025-01-09,15:27:10,Jaipur,Rajasthan,India,Pedestrian Involved,Weather Conditions,Minor,4,3,5,Foggy,Dry,No,39.4,Fortis Healthcare
ACC00258,2025-01-12,00:07:39,Chennai,Tamil Nadu,India,Two-Wheeler,Weather Conditions,Minor,5,0,2,Clear,Dry,Yes,14.8,Manipal Hospital
ACC00259,2025-03-10,08:47:03,Chennai,Tamil Nadu,India,Fire Accident,Drunk Driving,Moderate,1,3,2,Foggy,Wet,No,41.6,AIIMS
ACC00260,2025-01-29,01:38:15,Ahmedabad,Gujarat,India,Pedestrian Involved,Human Error,Severe,1,0,2,Rainy,Under Construction,Yes,43.2,Apollo Hospitals
ACC00261,2025-02-14,22:27:28,Pune,Maharashtra,India,Bus,Road Conditions,Severe,3,0,5,Stormy,Dry,No,13.0,Max Healthcare
ACC00262,2025-01-11,00:25:01,Ahmedabad,Gujarat,India,Truck,Brake Failure,Severe,5,3,2,Rainy,Wet,Yes,42.3,Apollo Hospitals
ACC00263,2025-02-24,11:26:40,Hyderabad,Telangana,India,Train,Poor Lighting,Minor,3,0,6,Stormy,Gravel,Yes,13.2,Fortis Healthcare
ACC00264,2025-03-09,19:32:32,Kolkata,West Bengal,India,Slip & Fall,Over Speeding,Moderate,3,0,1,Rainy,Under Construction,No,33.0,AIIMS
ACC00265,2025-04-14,09:52:04,Pune,Maharashtra,India,Pedestrian Involved,Human Error,Minor,5,1,6,Stormy,Dry,Yes,22.4,Fortis Healthcare
ACC00266,2025-03-28,08:48:50,Hyderabad,Telangana,India,Bus,Weather Conditions,Severe,4,2,3,Stormy,Gravel,Yes,8.0,Fortis Healthcare
ACC00267,2025-02-19,16:51:49,Bengaluru,Karnataka,India,Pedestrian Involved,Drunk Driving,Minor,2,3,4,Foggy,Potholes,Yes,26.4,Fortis Healthcare
ACC00268,2025-01-25,12:37:14,Pune,Maharashtra,India,Bus,Brake Failure,Severe,1,0,2,Foggy,Under Construction,Yes,13.6,AIIMS
ACC00269,2025-03-02,16:36:15,Bengaluru,Karnataka,India,Pedestrian Involved,Poor Lighting,Moderate,3,3,5,Clear,Gravel,No,37.8,Fortis Healthcare
ACC00270,2025-01-27,13:43:46,Mumbai,Maharashtra,India,Fire Accident,Road Conditions,Fatal,5,1,1,Stormy,Dry,Yes,9.9,Apollo Hospitals
ACC00271,2025-01-22,06:40:04,Hyderabad,Telangana,India,Two-Wheeler,Drunk Driving,Fatal,3,0,5,Foggy,Dry,Yes,44.9,Fortis Healthcare
ACC00272,2025-02-04,09:48:45,Pune,Maharashtra,India,Two-Wheeler,Over Speeding,Severe,1,0,4,Clear,Wet,No,37.9,Manipal Hospital
ACC00273,2025-01-04,10:37:47,Pune,Maharashtra,India,Vehicle Collision,Brake Failure,Fatal,2,2,2,Rainy,Gravel,No,22.8,Fortis Healthcare
ACC00274,2025-02-11,15:46:59,Mumbai,Maharashtra,India,Truck,Poor Lighting,Severe,4,3,5,Stormy,Dry,Yes,16.2,Fortis Healthcare
ACC00275,2025-03-09,17:50:16,Kolkata,West Bengal,India,Truck,Poor Lighting,Moderate,5,0,4,Foggy,Potholes,No,18.8,Max Healthcare
ACC00276,2025-04-27,03:58:32,Jaipur,Rajasthan,India,Train,Brake Failure,Severe,2,0,3,Rainy,Dry,No,7.3,Manipal Hospital
ACC00277,2025-01-15,08:44:43,Jaipur,Rajasthan,India,Train,Road Conditions,Moderate,2,0,2,Rainy,Gravel,Yes,35.6,Fortis Healthcare
ACC00278,2025-01-26,23:14:57,Lucknow,Uttar Pradesh,India,Fire Accident,Weather Conditions,Moderate,2,1,5,Foggy,Gravel,Yes,33.1,AIIMS
ACC00279,2025-02-02,21:18:10,Lucknow,Uttar Pradesh,India,Two-Wheeler,Human Error,Moderate,4,2,2,Stormy,Dry,Yes,7.2,Max Healthcare
ACC00280,2025-01-29,10:04:42,Hyderabad,Telangana,India,Vehicle Collision,Human Error,Fatal,1,2,5,Rainy,Wet,No,33.7,AIIMS
ACC00281,2025-04-06,05:24:37,Mumbai,Maharashtra,India,Vehicle Collision,Drunk Driving,Moderate,1,2,1,Foggy,Potholes,Yes,18.5,AIIMS
ACC00282,2025-02-24,07:55:07,Bengaluru,Karnataka,India,Two-Wheeler,Poor Lighting,Fatal,4,2,2,Foggy,Wet,Yes,20.1,AIIMS
ACC00283,2025-01-26,13:14:33,Bengaluru,Karnataka,India,Two-Wheeler,Poor Lighting,Minor,5,3,5,Clear,Wet,No,41.8,Max Healthcare
ACC00284,2025-03-13,15:14:04,Hyderabad,Telangana,India,Pedestrian Involved,Brake Failure,Moderate,3,0,2,Foggy,Gravel,Yes,30.4,Apollo Hospitals
ACC00285,2025-04-12,07:45:52,Chennai,Tamil Nadu,India,Slip & Fall,Over Speeding,Severe,2,1,6,Clear,Gravel,No,36.5,Apollo Hospitals
ACC00286,2025-04-09,20:48:04,Mumbai,Maharashtra,India,Fire Accident,Brake Failure,Fatal,2,3,4,Stormy,Gravel,No,9.1,Manipal Hospital
ACC00287,2025-03-14,21:17:22,Lucknow,Uttar Pradesh,India,Truck,Drunk Driving,Fatal,1,0,3,Clear,Gravel,No,43.1,Apollo Hospitals
ACC00288,2025-03-25,02:53:09,Chennai,Tamil Nadu,India,Two-Wheeler,Brake Failure,Moderate,1,0,3,Stormy,Dry,No,42.7,Fortis Healthcare
ACC00289,2025-01-02,03:17:41,Lucknow,Uttar Pradesh,India,Fire Accident,Drunk Driving,Minor,1,2,2,Rainy,Potholes,No,31.4,AIIMS
ACC00290,2025-02-18,05:20:34,Hyderabad,Telangana,India,Pedestrian Involved,Over Speeding,Fatal,5,3,2,Clear,Gravel,Yes,22.1,AIIMS
ACC00291,2025-01-06,09:13:42,Lucknow,Uttar Pradesh,India,Slip & Fall,Drunk Driving,Minor,1,1,2,Foggy,Dry,No,38.8,AIIMS
ACC00292,2025-02-08,09:01:39,Kolkata,West Bengal,India,Slip & Fall,Brake Failure,Severe,1,3,2,Foggy,Potholes,No,12.5,Apollo Hospitals
ACC00293,2025-03-01,06:41:38,Ahmedabad,Gujarat,India,Slip & Fall,Brake Failure,Severe,2,2,5,Clear,Wet,Yes,8.4,AIIMS
ACC00294,2025-04-26,12:12:12,Jaipur,Rajasthan,India,Fire Accident,Road Conditions,Moderate,5,0,4,Stormy,Under Construction,No,27.9,Fortis Healthcare
ACC00295,2025-03-15,14:50:08,Pune,Maharashtra,India,Bus,Over Speeding,Fatal,1,1,1,Stormy,Wet,Yes,43.9,Fortis Healthcare
ACC00296,2025-02-22,05:14:07,Bengaluru,Karnataka,India,Vehicle Collision,Brake Failure,Minor,4,1,6,Rainy,Under Construction,No,17.8,Apollo Hospitals
ACC00297,2025-03-09,13:22:13,Delhi,Delhi,India,Fire Accident,Human Error,Fatal,5,2,3,Stormy,Dry,No,9.5,Fortis Healthcare
ACC00298,2025-03-28,09:27:29,Bengaluru,Karnataka,India,Pedestrian Involved,Over Speeding,Minor,3,2,4,Foggy,Potholes,No,27.9,Manipal Hospital
ACC00299,2025-01-03,07:30:50,Mumbai,Maharashtra,India,Two-Wheeler,Weather Conditions,Fatal,2,3,1,Stormy,Gravel,Yes,7.0,Manipal Hospital
ACC00300,2025-01-27,22:45:03,Ahmedabad,Gujarat,India,Train,Over Speeding,Severe,3,2,3,Stormy,Dry,Yes,10.4,Manipal Hospital
ACC00301,2025-04-15,12:08:15,Chennai,Tamil Nadu,India,Bus,Poor Lighting,Fatal,5,0,2,Stormy,Wet,No,34.6,Max Healthcare
ACC00302,2025-01-07,00:44:12,Chennai,Tamil Nadu,India,Vehicle Collision,Human Error,Moderate,1,2,6,Stormy,Wet,Yes,11.9,Fortis Healthcare
ACC00303,2025-04-23,14:17:13,Mumbai,Maharashtra,India,Truck,Over Speeding,Fatal,1,2,6,Rainy,Gravel,No,37.9,Max Healthcare
ACC00304,2025-01-14,04:02:23,Kolkata,West Bengal,India,Pedestrian Involved,Poor Lighting,Minor,2,2,4,Stormy,Wet,No,28.5,AIIMS
ACC00305,2025-01-16,23:29:36,Chennai,Tamil Nadu,India,Two-Wheeler,Road Conditions,Severe,1,2,1,Stormy,Dry,Yes,39.2,Fortis Healthcare
ACC00306,2025-02-21,00:51:07,Hyderabad,Telangana,India,Truck,Poor Lighting,Moderate,3,3,5,Clear,Dry,No,41.5,Fortis Healthcare
ACC00307,2025-02-08,12:39:06,Lucknow,Uttar Pradesh,India,Vehicle Collision,Drunk Driving,Severe,5,2,6,Foggy,Potholes,No,39.1,Manipal Hospital
ACC00308,2025-04-26,02:42:39,Ahmedabad,Gujarat,India,Truck,Brake Failure,Severe,5,3,5,Clear,Dry,No,27.5,Max Healthcare
ACC00309,2025-04-13,21:03:56,Lucknow,Uttar Pradesh,India,Bus,Weather Conditions,Minor,4,0,3,Foggy,Gravel,No,15.4,AIIMS
ACC00310,2025-01-24,03:39:34,Hyderabad,Telangana,India,Two-Wheeler,Human Error,Moderate,1,3,6,Foggy,Wet,Yes,31.2,AIIMS
ACC00311,2025-02-20,15:03:27,Ahmedabad,Gujarat,India,Fire Accident,Brake Failure,Fatal,1,1,3,Rainy,Under Construction,No,41.3,AIIMS
ACC00312,2025-04-25,10:26:17,Jaipur,Rajasthan,India,Bus,Road Conditions,Moderate,5,1,3,Clear,Potholes,Yes,34.6,Max Healthcare
ACC00313,2025-04-21,04:04:44,Bengaluru,Karnataka,India,Train,Poor Lighting,Minor,2,2,2,Foggy,Potholes,No,19.9,Max Healthcare
ACC00314,2025-03-09,10:34:14,Ahmedabad,Gujarat,India,Slip & Fall,Road Conditions,Minor,4,0,6,Clear,Potholes,Yes,25.0,Manipal Hospital
ACC00315,2025-02-28,14:56:01,Jaipur,Rajasthan,India,Bus,Brake Failure,Minor,2,1,2,Foggy,Potholes,No,10.7,Fortis Healthcare
ACC00316,2025-01-20,02:31:13,Delhi,Delhi,India,Slip & Fall,Weather Conditions,Moderate,3,0,1,Stormy,Gravel,Yes,35.4,Fortis Healthcare
ACC00317,2025-01-19,18:14:35,Lucknow,Uttar Pradesh,India,Two-Wheeler,Brake Failure,Minor,2,3,6,Stormy,Potholes,No,43.6,Manipal Hospital
ACC00318,2025-03-31,05:43:46,Mumbai,Maharashtra,India,Vehicle Collision,Human Error,Moderate,3,0,3,Rainy,Dry,Yes,30.1,Fortis Healthcare
ACC00319,2025-02-10,12:13:09,Hyderabad,Telangana,India,Train,Weather Conditions,Moderate,1,3,5,Foggy,Wet,Yes,38.0,AIIMS
ACC00320,2025-04-12,12:00:50,Ahmedabad,Gujarat,India,Slip & Fall,Poor Lighting,Severe,4,1,3,Stormy,Gravel,Yes,11.6,Manipal Hospital
ACC00321,2025-03-15,22:22:21,Mumbai,Maharashtra,India,Truck,Drunk Driving,Moderate,2,0,5,Rainy,Dry,No,33.4,Apollo Hospitals
ACC00322,2025-02-24,16:03:53,Kolkata,West Bengal,India,Bus,Road Conditions,Minor,5,0,6,Clear,Dry,Yes,32.6,Manipal Hospital
ACC00323,2025-02-13,02:25:58,Pune,Maharashtra,India,Fire Accident,Over Speeding,Severe,4,1,2,Clear,Gravel,No,31.5,Max Healthcare
ACC00324,2025-01-03,00:44:18,Ahmedabad,Gujarat,India,Two-Wheeler,Brake Failure,Minor,5,0,3,Clear,Dry,No,12.9,Fortis Healthcare
ACC00325,2025-03-19,09:08:55,Ahmedabad,Gujarat,India,Truck,Weather Conditions,Fatal,3,1,1,Stormy,Wet,No,18.2,Apollo Hospitals
ACC00326,2025-03-18,10:09:24,Mumbai,Maharashtra,India,Pedestrian Involved,Over Speeding,Fatal,2,0,5,Clear,Dry,No,30.8,Manipal Hospital
ACC00327,2025-02-05,19:44:28,Ahmedabad,Gujarat,India,Bus,Brake Failure,Minor,1,1,1,Foggy,Gravel,No,22.0,Apollo Hospitals
ACC00328,2025-01-29,17:25:12,Delhi,Delhi,India,Vehicle Collision,Over Speeding,Moderate,2,2,3,Stormy,Under Construction,No,40.1,Apollo Hospitals
